"year","age","sex","q26","q27"
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,NA,NA
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,2,2
1993,6,1,1,2
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,1,1
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,2,2
1993,6,1,1,1
1993,6,1,1,2
